,file_number,message_id,topic,author,link,domain,top_level_domain
362,1078928,message #1736681,Problem in diagram navigation,Pierre-Charles David,https://www.eclipse.org/sirius/doc/specifier/general/Writing_Queries.html#service_methods,www.eclipse.org,org
363,1079251,message #1737824,QVT 1.3,Ed Willink,https://www.avast.com/antivirus,www.avast.com,com
364,1079891,message #1739784,Cannot clone repository,Jan Koehnlein,http://git.eclipse.org/c/sirius/org.eclipse.sirius.git/objects/pack/pack-b71ba0a572f146e8ea6854c34d2f8cc9afe9ff7f.idx,git.eclipse.org,org
365,1083552,message #1751194,Architecture and speed,Elemer Lelik,https://github.com/elnrnag/ITSG5_TS_Titanized_TA,github.com,com
366,1083723,message #1751833,RCP 4.x application examples,Peter Vaclavek,https://github.com/vogellacompany/eclipse4book,github.com,com
367,1085652,message #1759832,Newbie questions about e(fx)clipse,Christoph Keimel,https://tomsondev.bestsolution.at/2017/03/05/efxclipse-and-the-future-of-e4-on-javafx/,tomsondev.bestsolution.at,at
368,1086427,message #1764130,New User - Help configuring,Gary Kahrau,https://xdebug.org/docs/remote,xdebug.org,org
369,1088470,message #1771448,Background color in a cell,Dirk Fauth,https://www.eclipse.org/nattable/documentation.php?page=styling,www.eclipse.org,org
370,1090045,message #1776429,Can Protocol,khaleel shaik,https://eclipse.github.io/kura/dev/kura-setup.html#oomph-installer,eclipse.github.io,github.io
371,1090586,message #1778356,Eclipse editors save as functionality,ayman salah,https://stackoverflow.com/questions/8786141/reload-compare-editor-input,stackoverflow.com,com
372,1090719,message #1778744,Linux Tools 6.2.0 for Oxygen.2 is released,Jeff Johnston,https://wiki.eclipse.org/Linux_Tools_Project/News/Newin62,wiki.eclipse.org,org
373,1091727,message #1781946,Cross referencing in xtext,Christian Dietrich,https://christiandietrich.wordpress.com/2011/07/16/iqualifiednameproviders-in-xtext-2-0/,christiandietrich.wordpress.com,com
374,1094762,message #1793933,Question about imperative do blocks in ATL,Ed Merks,https://www.eclipse.org/forums/index.php/f/241/,www.eclipse.org,org
375,1094881,message #1794302,Unable to add log port in the middle of the capsule,hey you,https://ibb.co/e2Yf09,ibb.co,co
376,1095317,message #1795570,Background Color of Embedded Xtext editor does not follow dark theme,Alois Zoitl,https://bugs.eclipse.org/bugs/show_bug.cgi?id=539441,bugs.eclipse.org,org
377,1096053,message #1797800,SWTBot in headless mode and java.lang.ExceptionInInitializerError,Patrick Tasse,http://wiki.eclipse.org/SWTBot/Keyboard_Layouts,wiki.eclipse.org,org
378,1096153,message #1798125,Using Common Navigator to view EMF,Venkata Chittem,http://www.ibm.com/developerworks/library/os-eclipse-emf/index.html,www.ibm.com,com
379,1096325,message #1798749,xsd2ttcn / bug handling substitution group?,Elemer Lelik,https://www.eclipse.org/forums/index.php/t/1072874/,www.eclipse.org,org
380,1096824,message #1800418,Drop in Diagram from custom source,Emmanuel Chebbi,https://www.eclipse.org/forums/index.php/t/1093807/,www.eclipse.org,org
381,894203,message #1512658,Call for Submissions: Modeling Symposium @ EclipseCon North America 2015,Jonas Helming,http://eclipsesource.com/blogs/2014/12/15/call-for-submission-modeling-symposium-eclipsecon-north-america-2015/,eclipsesource.com,com
382,972513,message #1593546,How to show open file in PHP Explorer?,Dawid Pakula,http://www.vogella.com/tutorials/EclipseShortcuts/article.html,www.vogella.com,com
