file_number,message_id,title,author
44473,message #144241,PDE Project creation API,J F
44474,message #144244,global variable not available inside chart scripting methods,Vladimir
44475,message #144245,How do I get started?,Eclipse User
44476,message #144247,missing toolbar buttons in I20040219,Eclipse User
44477,message #144250,Plugin window with an editor,Tim Williams
44478,message #144251,Listening to changes on referenced model,Dawid Kostrzycki
44479,message #144252,"An inrernal errooccurred during:""Launching"" ,when i was debugging...",Eclipse User
44480,message #144256,3.0M7 - No External Tools,Gerry Reno
44481,message #144255,Parameter field for displayName missing from Report Designer,Eclipse User
44482,message #144260,launch the text editor,Eclipse User
44483,message #144262,eclipse/cdt for debugging coldfire bdm,Eclipse User
44484,message #144265,3.0M7 - does not recognize Ant build files,Gerry Reno
44485,message #144267,WTP project structure,Gabriele Garuglieri
44486,message #144269,Eclipse sdk on Citrix,Eclipse User
44487,message #144271,access to chart scripting methods and related documentation,Vladimir
44488,message #144272,roadmap,Eclipse User
44489,message #144273,can we add our own item to resource nevigator,Eclipse User
44490,message #144274,No rule to make target 'clean'  / 'all' ?,Eclipse User
44491,message #144276,PropertyChangeSupport,Eclipse User
44492,message #144277,"How to use String.format (""format"",....)",Eclipse User
44493,message #144282,"repainting, repainting, repainting.......",Artek
44494,message #144285,detecting a change in perspective,Eclipse User
44495,message #144289,Page breaks,Cristian Popescu
44496,message #144296,saving image to file,Eclipse User
44497,message #144297,integration builds,Eclipse User
44498,message #144302,Heap at VM Abort,Eclipse User
44499,message #144303,Add a menu item to every type of  editor,Brett Kotch
44500,message #144305,How do I tell VE to discard its cache?,Eclipse User
44501,message #144309,How to stop page break in middle of group,No real name
44502,message #144312,error launching external scanner,Eclipse User
44503,message #144313,"""Completing installation"" each time eclipse is started up",Eclipse User
44504,message #144314,Match values instance name -  component name,Alberto 
44505,message #144322,pop up menu and  Process,Eclipse User
44506,message #144324,WTP & Weblogic,Eclipse User
44507,message #144325,How do I get the CDT Parser to work in my program?,Eclipse User
44508,message #144328,problems with usability of chart designer,Vladimir
44509,message #144329,special syntax on executing the classfile,Eclipse User
44510,message #144334,How to cross compiler,Eclipse User
44511,message #144337,How to change the Report Template in the design time?,Tomomi
44512,message #144341,Strings in PropertyEditorSupport,Eclipse User
44513,message #144343,steven,Eclipse User
44514,message #144344,Changing figures for edit parts,Eclipse User
44515,message #144345,JDT and disk quota,Eclipse User
44516,message #144346,Migrate to GMF 2 with many code changes,Eclipse User
44517,message #144348,Plug-in menu order,Marc-Philippe Huget
44518,message #144349,How to contribute resources,Eclipse User
44519,message #144351,How do I make a read-only property?,Eclipse User
44520,message #144352,"Help me,or I'll be fired!",Eclipse User
44521,message #144354,Support for package documentation (package.html),Eclipse User
44522,message #144362,about ConnectionEndPointLocator,Eclipse User
44523,message #144372,Console Terminate and addShutdownHook(Thread),Eclipse User
44524,message #144374,Revealing returned values,Eclipse User
44525,message #144380,About ViewPart,zhang wei
44526,message #144386,Newbie question,Eclipse User
44527,message #144391,How to integrate data from 2 or more Sources in one report?,Aaron
44528,message #144392,jdk help,Oren David
44529,message #144393,Deprecated values of JavaCore in M7,Florian Hawlitzek
44530,message #144394,XML Validator hangs,Eclipse User
44531,message #144401,Moving class tabs down,Eclipse User
44532,message #144402,M7: ASTVisitor does not visit BlockComment nodes; bug?,Eclipse User
44533,message #144404,CppUnit in Eclipse,Eclipse User
44534,message #144405,Someone on these groups has a virus,Eclipse User
44535,message #144412,c++ question,Eclipse User
44536,message #144416,URGENT: reports with charts in it do no more work!,mr. burns
44537,message #144420,wtp0.7 config ejbdoclet param,Eclipse User
44538,message #144421,Coloring Syntax and Workspaces,Eclipse User
44539,message #144422,Pallet control in VE,Eclipse User
44540,message #144425,"Imported java project, but cannot build",Al Mising name
44541,message #144426,Automatic creation of nodes,Alessander Botti Benevides
44542,message #144431,gef text/graphic editor,Eclipse User
44543,message #144434,Multi series for a bar chart,Eclipse User
44544,message #144435,GmfGen - Why is layout stuff in GmfGen?,Stefan Kuhn
44545,message #144437,NullPointerException for the simplest possible applet,Eclipse User
44546,message #144442,"Changing font in Navigator, Package Explorer, et al.",Paul Cantrell
44547,message #144446,Save Eclipse-Workspace into a file,Eclipse User
44548,message #144447,WTP 0.7.1 translation packs are available,Jeffrey Liu
44549,message #144450,REPOST: Marquee + bendpoint selection/move,James Willans
44550,message #144451,Anyone see why this should fail?,Eclipse User
44551,message #144452,Hiding toolbar and status bar,Paul Cantrell
44552,message #144459,ManhattanConnectionRouter - Null Pointer,Eclipse User
44553,message #144460,Problem runing a report,Julio Mu̱oz
44554,message #144464,Eclipse for Linux - Java Issues,Eclipse User
44555,message #144466,Some file are not being used (uninstall them?),Chris
44556,message #144470,initialization of report parameters,Eclipse User
44557,message #144475,Javadoc code assist automated,Karsten Voges
44558,message #144483,xmls file with non-xml extension (*.jrxml),Haris Peco
44559,message #144485,How to generate the class file?,Eclipse User
44560,message #144486,GMF Europa prereq's: links dangling - how to download directly (i.e. without update manager).,Michael Moser
44561,message #144488,scripted data source,Eclipse User
44562,message #144489,Working Programm not working with eclipse,Eclipse User
44563,message #144493,NullPointerException,Eclipse User
44564,message #144504,accessing dataset,Eclipse User
44565,message #144508,undo &redo,Eclipse User
44566,message #144514,Is the Visual Editor going in the wrong direction?,Eclipse User
44567,message #144522,Programmatically generating diagram from model,Eclipse User
44568,message #144523,Does BIRT Viewer work with Firefox?,Eclipse User
44569,message #144525,How to set a property of a component programmatically,Alberto 
44570,message #144526,using colors/styles with JFace,Erik Cassel
44571,message #144528,Write my own ErrorParser,Eclipse User
44572,message #144531,Cross-Resource Containment,Eclipse User
44573,message #144534,roadmap,Eclipse User
44574,message #144535,pls help me about talbe layout,Eclipse User
44575,message #144536,"BUG? EditorPart is created, but no ActivePage on window",Eclipse User
44576,message #144538,I can not delete a modified class,jose vilmar estacio de souza
44577,message #144542,calculations using two datasets,Eclipse User
44578,message #144544,"Is it possible to create a Panel(SWT) ,with SWT Widgets on top container and GEF Figures on Bottom c",Eclipse User
44579,message #144546,Multi Threading Issues,Wynne Crisman
44580,message #144548,How can I get eclipse's junit plugin to run with java apps ?,Bill Winspur
44581,message #144550,TCP/IP Monitor,Ben Sisson
44582,message #144552,Multiple Y Axes in ChartWithAxes using Chart Engine,Eclipse User
44583,message #144554,Normal Folder in a Java project,Eclipse User
44584,message #144555,Compile error,Eclipse User
44585,message #144557,Static,Eclipse User
44586,message #144558,How to see Reference's Attributes in Property View?,Alessander Botti Benevides
44587,message #144561,eclipse 3.0; multipageeditor,Eclipse User
44588,message #144566,two web projects use same servlets,Eclipse User
44589,message #144571,a toolEntry that call a method,Eclipse User
44590,message #144573,What is the c/c++ indexer?,Eclipse User
44591,message #144574,Tabs to spaces in compare editor,Edwin van Gruijthuijsen
44592,message #144576,Where can I find the Example Plug-ins section?,Eclipse User
44593,message #144582,Managed make states parser is null,Eclipse User
44594,message #144585,Looking for examples of PropertyEditor,Eclipse User
44595,message #144590,M4 ANT can't find BuildException,Eclipse User
44596,message #144591,Capturing stderr,Eclipse User
44597,message #144592,EdgeEditParts and NodeEditParts,Oelerink
44598,message #144593,JOptionPane.showInputDialog,Eclipse User
44599,message #144595,Strange Errors?,Tommy Vercetti
44600,message #144596,Report Scripting : change cell background,Dov Moryusef
44601,message #144597,"Idea for addressing the prerequisites problem - move EMF, GEF, and XSD to Platform",Ed Burnette
44602,message #144599,What's the deal with software updates?,Eclipse User
44603,message #144600,The CPU is not supported by selected debugger,Eclipse User
44604,message #144604,Text Element - <br /> = double carriage return?,Eclipse User
44605,message #144605,Cobol,Eclipse User
44606,message #144608,Question about CDT Parser behaviour and subsequent usage,Eclipse User
44607,message #144610,VE showing components inherited from JPanel?,Eclipse User
44608,message #144611,problem exporting as WAR,Zohar Amir
44609,message #144614,Eclipse editor doesn't notice VSS keyword expansion?,Eclipse User
44610,message #144620,thin JDBC to large DB,Mike Riley
44611,message #144626,Problems with generating diagram code with GMF 2.0,Tarek
44612,message #144627,How do I move a control conveniently?,Eclipse User
44613,message #144632,getting started,Eclipse User
44614,message #144636,Error tryng to set new file into editor,Eclipse User
44615,message #144642,URGENT!! Bar Chart,Eclipse User
44616,message #144646,best way to import a web project,Eclipse User
44617,message #144651,Simple Question: What is Diagram Element?,Eclipse User
44618,message #144656,GridEnabled but not displayed ?,Stephane  Fournier
44619,message #144658,Closing a view from its tab,Eclipse User
44620,message #144660,Modify values diagram elements variables,Marc Gil
44621,message #144664,issue with XDocletBuilder,Lakshmanan Ramakrishnan
44622,message #144668,Best way to deploy an application?,Eclipse User
44623,message #144670,Running Eclipse -> no Java,Eclipse User
44624,message #144673,excessive authentication when using CVS remotely,Eclipse User
44625,message #144674,packages not recognized in Eclipse 3.0,Eclipse User
44626,message #144675,C++ refactoring,Eclipse User
44627,message #144676,new serverdefinition file (e.g. JBoss 3.2.5),Eclipse User
